patient_id,mrn,first_name,last_name,date_of_birth,gender,ssn,phone,email,address,city,state,zip_code,emergency_contact_name,emergency_contact_phone,primary_insurance_id,secondary_insurance_id,blood_type,is_active,registration_date
PAT000511,MRN1000511,Mary,Smith,2005-02-20,Male,217-70-1891,555-504-5296,patient511@email.com,9099 Valley Blvd,San Antonio,TX,87834,John Miller,555-684-7628,INS000509,,O-,True,2024-11-11 23:53:57.966615
PAT000512,MRN1000512,Robert,Harris,1964-01-13,Female,713-29-7754,555-617-2309,patient512@yahoo.com,6282 Valley Blvd,New York,AZ,98449,Sarah White,555-980-9971,INS000957,,AB-,True,2019-07-08 23:53:57.966615
PAT000513,MRN1000513,Linda,Davis,1981-11-24,Male,745-48-1696,555-783-2799,patient513@gmail.com,5563 Oak Ave,New York,NY,96497,James Thomas,555-149-5721,INS000505,INS000329,O-,False,2025-02-25 23:53:57.966615
PAT000514,MRN1000514,Sarah,Gonzalez,1952-06-17,Female,556-16-4335,555-285-7776,patient514@gmail.com,3514 Main St,San Antonio,IL,17312,Sarah Garcia,555-467-1505,INS000279,,AB-,True,2020-11-06 23:53:57.966615
PAT000515,MRN1000515,Barbara,Jones,1957-03-02,Female,131-75-9837,555-819-7279,patient515@gmail.com,4916 Hill Rd,Phoenix,PA,93926,Sarah Thomas,555-452-3675,INS000382,,AB-,True,2021-10-28 23:53:57.966615
PAT000516,MRN1000516,Mary,Thompson,1996-05-03,Female,132-76-2074,555-835-5786,patient516@gmail.com,6143 Pine Rd,Houston,NY,60941,Sarah Johnson,555-191-2066,INS000589,,AB-,True,2022-03-14 23:53:57.966615
PAT000517,MRN1000517,Jennifer,Garcia,2000-05-13,Male,565-30-7588,555-680-8539,patient517@gmail.com,8123 Lake Dr,Phoenix,PA,31875,Richard Wilson,555-244-1802,INS000895,,A+,True,2023-08-29 23:53:57.966615
PAT000518,MRN1000518,Jennifer,Williams,1968-11-01,Male,253-77-3713,555-190-7717,patient518@email.com,5838 Hill Rd,Philadelphia,AZ,73108,John Hernandez,555-962-4557,INS000185,,AB-,True,2024-02-02 23:53:57.966615
PAT000519,MRN1000519,Sarah,Williams,1981-01-27,Female,715-63-3848,555-562-1419,patient519@gmail.com,6261 Lake Dr,Austin,TX,79552,Daniel Martinez,555-911-7917,INS000379,,A-,True,2022-09-29 23:53:57.966615
PAT000520,MRN1000520,Karen,White,2004-02-22,Female,766-47-5901,555-521-4673,patient520@email.com,899 Maple Dr,San Diego,IL,72771,Barbara Martin,555-106-9501,INS000291,,AB+,True,2022-07-30 23:53:57.966615
PAT000521,MRN1000521,William,Thomas,2003-07-17,Female,962-77-6345,555-323-6384,patient521@email.com,6445 Elm St,Houston,TX,89921,Thomas Hernandez,555-225-7634,INS000901,INS000307,AB-,True,2020-02-07 23:53:57.966615
PAT000522,MRN1000522,Susan,Davis,1971-11-04,Male,870-13-1315,555-325-2817,patient522@email.com,6898 Pine Rd,Los Angeles,FL,16832,Thomas Gonzalez,555-904-5490,INS000726,,A+,True,2023-05-15 23:53:57.966615
PAT000523,MRN1000523,Richard,Lee,1956-10-21,Male,568-28-9459,555-133-2718,patient523@yahoo.com,945 Maple Dr,San Diego,AZ,32509,Richard Davis,555-894-2691,INS000121,,AB+,True,2023-02-27 23:53:57.966615
PAT000524,MRN1000524,David,Jones,1941-12-09,Male,619-94-6552,555-498-2760,patient524@gmail.com,7021 Maple Dr,Houston,AZ,56704,Barbara Wilson,555-805-1218,INS000130,,O-,True,2023-08-04 23:53:57.966615
PAT000525,MRN1000525,Jennifer,Lee,1942-12-01,Female,678-33-8650,555-273-6732,patient525@email.com,4257 Cedar Ln,New York,FL,85645,David White,555-359-5179,INS000223,INS000858,B+,True,2020-04-26 23:53:57.966615
PAT000526,MRN1000526,Joseph,Anderson,1939-07-05,Male,746-45-2455,555-904-1451,patient526@outlook.com,4708 Maple Dr,Houston,CA,22840,Elizabeth Williams,555-865-7669,INS000527,,B-,True,2020-08-24 23:53:57.966615
PAT000527,MRN1000527,David,Thomas,1960-08-03,Male,177-63-9844,555-216-7575,patient527@email.com,9850 Cedar Ln,Houston,TX,29915,Thomas Smith,555-959-1696,INS000459,INS000900,O+,False,2024-10-07 23:53:57.966615
PAT000528,MRN1000528,Lisa,Garcia,1939-02-09,Female,102-64-2840,555-894-5045,patient528@gmail.com,6702 Hill Rd,Chicago,TX,12072,Jennifer Lee,555-997-9865,INS000152,,O+,True,2021-11-11 23:53:57.966615
PAT000529,MRN1000529,Jennifer,Wilson,1989-12-20,Male,836-86-7305,555-681-5458,patient529@gmail.com,9893 Park Ave,Phoenix,CA,44923,Sarah Thompson,555-818-2234,INS000872,,AB+,False,2025-03-24 23:53:57.966615
PAT000530,MRN1000530,Michael,Rodriguez,1972-10-17,Other,979-24-3809,555-848-1555,patient530@hotmail.com,4107 Maple Dr,Austin,AZ,61140,Thomas Garcia,555-808-9184,INS000296,,O+,True,2022-07-15 23:53:57.966615
PAT000531,MRN1000531,Michael,Moore,1953-07-08,Female,919-70-7654,555-879-2332,patient531@email.com,1819 Hill Rd,San Antonio,NY,40851,David Jones,555-204-5205,INS000755,INS000931,B+,True,2022-11-06 23:53:57.966615
PAT000532,MRN1000532,Robert,Lee,1942-07-14,Female,501-26-1254,555-299-4709,patient532@gmail.com,1278 Pine Rd,San Diego,NY,71336,John Garcia,555-139-4868,INS000601,,O-,True,2020-07-07 23:53:57.966615
PAT000533,MRN1000533,Thomas,Moore,1951-12-16,Male,670-14-9689,555-337-5459,patient533@yahoo.com,3314 Maple Dr,Philadelphia,TX,32059,Nancy Taylor,555-379-7960,INS000832,,B+,True,2022-08-17 23:53:57.966615
PAT000534,MRN1000534,Robert,Harris,1996-08-02,Male,236-12-4933,555-378-4529,patient534@email.com,6174 Lake Dr,San Diego,CA,25234,Daniel Moore,555-677-6335,INS000831,,O+,True,2021-02-27 23:53:57.966615
PAT000535,MRN1000535,Karen,Davis,1990-05-08,Female,739-25-8475,555-587-7869,patient535@yahoo.com,7008 Oak Ave,Phoenix,PA,64061,Richard Wilson,555-369-5595,INS000255,INS000985,AB-,True,2019-02-07 23:53:57.966615
PAT000536,MRN1000536,Linda,Martin,1937-08-05,Female,158-91-3870,555-953-8897,patient536@hotmail.com,7911 Main St,Philadelphia,TX,33406,Charles Johnson,555-679-6773,INS000495,,A-,True,2024-09-30 23:53:57.966615
PAT000537,MRN1000537,James,Lopez,1978-10-22,Female,531-34-5334,555-772-4360,patient537@hotmail.com,7448 Maple Dr,Los Angeles,CA,62014,David Martin,555-130-7618,INS000611,,A-,True,2024-10-07 23:53:57.966615
PAT000538,MRN1000538,Robert,Moore,1987-05-20,Male,387-44-4577,555-802-5483,patient538@gmail.com,2132 Lake Dr,New York,FL,61808,William Gonzalez,555-111-6446,INS000482,INS000813,AB+,True,2020-10-28 23:53:57.966615
PAT000539,MRN1000539,James,Hernandez,1983-01-23,Female,433-86-7250,555-646-2644,patient539@hotmail.com,5039 Cedar Ln,Phoenix,NY,12947,Charles White,555-948-9216,INS000631,,B+,True,2025-05-21 23:53:57.966615
PAT000540,MRN1000540,Robert,White,1959-08-01,Female,745-93-4012,555-388-1746,patient540@email.com,5954 Lake Dr,Dallas,PA,38359,Karen Taylor,555-135-7782,INS000040,INS000174,A+,True,2019-11-06 23:53:57.966615
PAT000541,MRN1000541,David,Thompson,1983-12-03,Female,757-42-6472,555-945-9937,patient541@email.com,7662 Park Ave,Phoenix,PA,29104,Elizabeth Garcia,555-947-3157,INS000018,,AB+,True,2020-12-20 23:53:57.966615
PAT000542,MRN1000542,Richard,Hernandez,1962-04-25,Female,634-97-8938,555-916-5346,patient542@yahoo.com,2935 Park Ave,Dallas,AZ,34937,Sarah Taylor,555-808-8483,INS000506,,B-,True,2025-12-02 23:53:57.966615
PAT000543,MRN1000543,Charles,Moore,1968-11-05,Female,106-20-3926,555-190-2017,patient543@email.com,2326 Park Ave,New York,NY,52467,Jennifer White,555-368-6578,INS000064,,AB+,True,2024-07-18 23:53:57.966615
PAT000544,MRN1000544,Patricia,Hernandez,1983-10-18,Female,111-47-3336,555-172-8113,patient544@gmail.com,4114 Park Ave,Austin,PA,76678,Sarah Martinez,555-507-8081,INS000728,,AB-,True,2020-08-18 23:53:57.966615
PAT000545,MRN1000545,Michael,Garcia,1967-10-09,Male,405-30-7126,555-605-4547,patient545@email.com,7382 Hill Rd,Phoenix,PA,48922,Joseph Johnson,555-708-4611,INS000292,INS000769,A+,True,2024-06-18 23:53:57.966615
PAT000546,MRN1000546,Michael,Garcia,2004-07-20,Female,320-62-1304,555-138-2210,patient546@yahoo.com,5230 Main St,San Diego,FL,19497,David Jones,555-800-9951,INS000896,,AB+,True,2020-01-24 23:53:57.966615
PAT000547,MRN1000547,James,Jackson,1962-10-29,Male,699-21-3559,555-357-9919,patient547@gmail.com,8446 Valley Blvd,Houston,IL,80148,Mary Davis,555-953-6707,INS000339,,O+,True,2023-12-14 23:53:57.966615
PAT000548,MRN1000548,Linda,Thompson,1993-11-27,Male,328-68-6967,555-193-2699,patient548@hotmail.com,9181 Valley Blvd,Los Angeles,TX,10879,John Thompson,555-685-1665,INS000915,,B+,True,2025-09-02 23:53:57.966615
PAT000549,MRN1000549,James,Martinez,1997-07-15,Male,354-11-3992,555-510-1170,patient549@yahoo.com,8101 Lake Dr,Dallas,CA,32965,Linda Thompson,555-598-5225,INS000373,,A-,True,2023-03-10 23:53:57.966615
PAT000550,MRN1000550,Linda,Garcia,1987-12-17,Male,664-44-8394,555-389-2360,patient550@outlook.com,4441 Lake Dr,Los Angeles,PA,91590,Jennifer Martin,555-245-5492,INS000615,INS000941,O-,True,2025-06-11 23:53:57.966615
PAT000551,MRN1000551,Michael,Thompson,1956-07-21,Male,514-17-5094,555-890-1408,patient551@outlook.com,6233 Valley Blvd,Philadelphia,CA,51874,Sarah Moore,555-180-5997,INS000292,INS000640,O+,True,2025-07-09 23:53:57.966615
PAT000552,MRN1000552,William,Lopez,1960-09-15,Male,724-58-8354,555-148-6104,patient552@outlook.com,4566 Cedar Ln,San Antonio,TX,55180,Joseph Williams,555-246-1263,INS000561,INS000854,AB+,True,2019-01-20 23:53:57.966615
PAT000553,MRN1000553,Susan,Jones,1971-04-03,Female,100-26-5811,555-771-3646,patient553@gmail.com,4022 Cedar Ln,New York,CA,96231,Lisa Garcia,555-397-6883,INS000853,INS000484,B-,True,2023-05-19 23:53:57.966615
PAT000554,MRN1000554,Joseph,White,1979-06-24,Female,348-58-6214,555-139-3466,patient554@yahoo.com,8331 Elm St,Philadelphia,IL,91163,Michael Harris,555-565-8259,INS000318,,AB+,True,2020-03-19 23:53:57.966615
PAT000555,MRN1000555,Joseph,Hernandez,1983-06-13,Male,236-98-6051,555-642-7835,patient555@outlook.com,2366 Valley Blvd,Phoenix,TX,87258,Jennifer Smith,555-541-3935,INS000583,INS000052,B-,True,2025-12-07 23:53:57.966615
PAT000556,MRN1000556,John,Brown,1969-04-30,Female,143-55-6814,555-973-7832,patient556@outlook.com,5902 Maple Dr,Chicago,IL,84419,Michael Wilson,555-423-4121,INS000705,,AB+,True,2019-12-05 23:53:57.966615
PAT000557,MRN1000557,Lisa,Gonzalez,1991-03-28,Female,327-99-7961,555-221-7622,patient557@yahoo.com,7409 Lake Dr,San Diego,NY,74186,Richard Taylor,555-790-9743,INS000755,INS000256,A-,True,2023-10-11 23:53:57.966615
PAT000558,MRN1000558,Daniel,Brown,1994-10-11,Male,361-74-2296,555-657-1540,patient558@email.com,4257 Main St,New York,TX,71395,Susan Martinez,555-394-8440,INS000427,INS000539,O+,True,2022-11-13 23:53:57.966615
PAT000559,MRN1000559,Patricia,Taylor,1943-12-19,Male,816-78-8202,555-865-2185,patient559@gmail.com,4032 Lake Dr,San Diego,AZ,39802,Robert Anderson,555-515-7398,INS000473,INS000079,O+,True,2019-09-03 23:53:57.966615
PAT000560,MRN1000560,Nancy,Hernandez,2007-03-09,Female,908-57-5561,555-997-1648,patient560@email.com,6478 Lake Dr,Austin,CA,69686,Lisa Thomas,555-719-2402,INS000918,,O-,True,2024-10-05 23:53:57.966615
PAT000561,MRN1000561,Susan,Thomas,1992-12-20,Female,795-12-4982,555-352-5783,patient561@gmail.com,6979 Hill Rd,Austin,PA,84874,Sarah Gonzalez,555-999-6658,INS000272,,AB+,True,2024-01-14 23:53:57.966615
PAT000562,MRN1000562,Joseph,Lopez,2002-02-21,Female,994-61-5456,555-247-2998,patient562@yahoo.com,7887 Cedar Ln,Philadelphia,PA,35633,Robert Wilson,555-299-1735,INS000945,INS000111,A+,True,2023-09-29 23:53:57.966615
PAT000563,MRN1000563,Barbara,Martin,1993-02-13,Male,960-75-9958,555-965-4286,patient563@yahoo.com,509 Cedar Ln,Austin,PA,88858,Sarah White,555-198-7401,INS000737,,O-,True,2024-02-28 23:53:57.966615
PAT000564,MRN1000564,James,Williams,1990-03-06,Male,250-25-6771,555-364-9223,patient564@outlook.com,2562 Main St,Phoenix,FL,57055,Nancy Hernandez,555-977-5680,INS000866,,O+,True,2024-10-09 23:53:57.966615
PAT000565,MRN1000565,Joseph,Anderson,1941-05-10,Male,995-82-8401,555-860-6392,patient565@email.com,7964 Park Ave,San Diego,NY,74076,Jennifer Thomas,555-607-3277,INS000915,,AB-,True,2021-10-10 23:53:57.966615
PAT000566,MRN1000566,Susan,Williams,1942-11-06,Male,610-41-9483,555-409-5278,patient566@gmail.com,7755 Elm St,San Antonio,AZ,85873,Robert Taylor,555-637-7567,INS000109,,AB-,True,2025-11-25 23:53:57.966615
PAT000567,MRN1000567,Robert,Johnson,1963-12-13,Male,478-45-7554,555-259-1981,patient567@hotmail.com,1419 Cedar Ln,Los Angeles,CA,51398,Joseph Harris,555-226-8690,INS000447,INS000758,O-,True,2025-10-05 23:53:57.966615
PAT000568,MRN1000568,Jessica,Hernandez,1946-06-26,Male,520-29-4237,555-314-6230,patient568@email.com,9877 Lake Dr,Los Angeles,NY,55384,Richard Smith,555-400-7149,INS000437,,AB+,True,2021-11-03 23:53:57.966615
PAT000569,MRN1000569,Karen,Johnson,1941-06-10,Female,230-39-8010,555-302-2223,patient569@hotmail.com,5846 Maple Dr,Los Angeles,FL,18840,Lisa Davis,555-631-6245,INS000136,INS000170,A-,True,2019-04-24 23:53:57.966615
PAT000570,MRN1000570,Karen,Taylor,1994-09-29,Female,139-58-7606,555-535-2005,patient570@outlook.com,4983 Oak Ave,New York,TX,83967,Robert Smith,555-696-1234,INS000203,,A-,True,2023-08-20 23:53:57.966615
PAT000571,MRN1000571,Barbara,Lee,2006-10-02,Male,926-69-9666,555-812-8832,patient571@hotmail.com,1345 Elm St,San Diego,AZ,94344,Thomas Thomas,555-237-7347,INS000695,,A+,True,2024-01-18 23:53:57.966615
PAT000572,MRN1000572,David,Johnson,1975-10-29,Female,517-46-2207,555-679-2575,patient572@outlook.com,7819 Maple Dr,Austin,TX,29142,Joseph Moore,555-232-8307,INS000578,,O+,True,2023-01-25 23:53:57.966615
PAT000573,MRN1000573,Linda,Lopez,1978-07-22,Male,232-57-6085,555-597-2633,patient573@gmail.com,3507 Main St,San Diego,AZ,43404,Linda Rodriguez,555-497-2389,INS000350,,O+,True,2025-03-10 23:53:57.966615
PAT000574,MRN1000574,Lisa,Martinez,2007-12-04,Male,680-72-3853,555-310-9905,patient574@hotmail.com,9739 Main St,San Antonio,FL,69171,Joseph Williams,555-223-7393,INS000808,,O-,False,2019-12-01 23:53:57.966615
PAT000575,MRN1000575,Mary,Martin,1989-05-20,Male,238-16-5203,555-491-1962,patient575@yahoo.com,629 Main St,Phoenix,AZ,45315,Lisa Smith,555-496-3246,INS000432,INS000346,B+,True,2023-06-04 23:53:57.966615
PAT000576,MRN1000576,Jennifer,Williams,1939-10-02,Female,290-87-9592,555-181-6307,patient576@gmail.com,9454 Cedar Ln,San Diego,AZ,99415,Susan Garcia,555-887-9849,INS000675,,O+,True,2024-06-26 23:53:57.966615
PAT000577,MRN1000577,William,Rodriguez,1988-07-07,Other,496-33-3716,555-906-8873,patient577@gmail.com,648 Park Ave,Philadelphia,PA,21185,Nancy Moore,555-508-8133,INS000866,,AB+,True,2022-02-11 23:53:57.966615
PAT000578,MRN1000578,Christopher,Anderson,2007-11-18,Female,520-82-3110,555-201-2415,patient578@gmail.com,6204 Park Ave,Phoenix,AZ,19632,Linda Davis,555-108-4107,INS000501,,A-,True,2023-12-12 23:53:57.966615
PAT000579,MRN1000579,Barbara,Anderson,2002-08-03,Male,111-59-7831,555-909-9118,patient579@hotmail.com,5950 Hill Rd,Philadelphia,IL,18439,William Lee,555-415-9553,INS000121,INS000930,O-,True,2020-12-26 23:53:57.966615
PAT000580,MRN1000580,Michael,Martinez,2006-03-17,Female,507-19-8433,555-218-4330,patient580@email.com,2557 Maple Dr,San Antonio,NY,72846,Christopher Lopez,555-230-5424,INS000158,,B-,True,2021-09-24 23:53:57.966615
PAT000581,MRN1000581,Mary,Rodriguez,2006-06-05,Male,682-84-7687,555-997-3215,patient581@yahoo.com,4859 Cedar Ln,Philadelphia,PA,98527,Christopher White,555-927-7553,INS000338,,O-,True,2024-03-30 23:53:57.966615
PAT000582,MRN1000582,John,Thomas,1958-11-05,Female,281-34-6648,555-901-2601,patient582@yahoo.com,5726 Maple Dr,San Diego,IL,38386,Barbara Thomas,555-997-9984,INS000373,,AB-,True,2021-12-29 23:53:57.966615
PAT000583,MRN1000583,Jennifer,Davis,1961-06-30,Female,486-88-3528,555-696-6069,patient583@gmail.com,8707 Elm St,Chicago,IL,61316,Linda Hernandez,555-708-7767,INS000601,,B-,True,2024-05-21 23:53:57.966615
PAT000584,MRN1000584,Linda,Lopez,1974-03-30,Male,702-87-9981,555-967-1265,patient584@email.com,7024 Elm St,Dallas,IL,69775,Susan Garcia,555-594-1753,INS000227,,O-,True,2025-07-24 23:53:57.966615
PAT000585,MRN1000585,Lisa,Lee,1985-09-30,Female,353-37-6252,555-238-5971,patient585@outlook.com,4130 Elm St,Austin,AZ,11553,Michael Lee,555-227-7485,INS000352,INS000013,O-,True,2024-03-15 23:53:57.966615
PAT000586,MRN1000586,Charles,Miller,1936-11-20,Female,869-80-8822,555-575-1070,patient586@outlook.com,3053 Maple Dr,San Diego,AZ,38628,Robert Anderson,555-478-7200,INS000924,,A+,True,2025-01-19 23:53:57.966615
PAT000587,MRN1000587,Sarah,Lopez,1981-11-20,Male,985-61-9433,555-265-9532,patient587@yahoo.com,2232 Park Ave,Chicago,CA,79167,Jessica Lee,555-261-9153,INS000031,,A-,True,2023-07-28 23:53:57.966615
PAT000588,MRN1000588,William,Jones,1941-04-30,Female,575-73-8388,555-668-2446,patient588@email.com,7142 Main St,Chicago,TX,65796,Daniel Johnson,555-863-9045,INS000953,INS000820,B+,True,2024-10-15 23:53:57.966615
PAT000589,MRN1000589,Jessica,Martinez,1943-12-22,Male,725-33-7097,555-396-2507,patient589@outlook.com,320 Main St,San Antonio,TX,29453,Mary Rodriguez,555-941-5839,INS000173,INS000337,AB+,True,2024-12-07 23:53:57.966615
PAT000590,MRN1000590,Jennifer,Anderson,1971-11-16,Female,899-65-1202,555-222-3171,patient590@email.com,4363 Lake Dr,Austin,NY,56549,David Miller,555-145-3590,INS000796,INS000714,B-,True,2021-02-22 23:53:57.966615
PAT000591,MRN1000591,Linda,Taylor,1967-05-18,Female,408-25-5047,555-960-9742,patient591@email.com,573 Valley Blvd,Houston,IL,61504,David Taylor,555-164-6962,INS000462,INS000328,A-,False,2020-10-19 23:53:57.966615
PAT000592,MRN1000592,James,Harris,1986-08-04,Female,360-77-3828,555-570-5900,patient592@hotmail.com,1389 Oak Ave,Phoenix,TX,95581,Barbara White,555-941-9146,INS000442,,O+,True,2019-09-19 23:53:57.966615
PAT000593,MRN1000593,Michael,Harris,1954-10-16,Female,150-76-5120,555-424-3239,patient593@yahoo.com,1081 Maple Dr,Dallas,TX,70688,Charles Thomas,555-235-4379,INS000458,,AB+,True,2022-02-27 23:53:57.966615
PAT000594,MRN1000594,William,Harris,1998-01-29,Female,722-41-2567,555-596-2230,patient594@gmail.com,5140 Valley Blvd,Philadelphia,IL,66503,Michael Johnson,555-188-3416,INS000270,,AB-,True,2022-10-15 23:53:57.966615
PAT000595,MRN1000595,Daniel,Martinez,1953-02-18,Male,435-35-9648,555-891-4491,patient595@email.com,6025 Park Ave,Phoenix,AZ,23641,Robert Anderson,555-430-3424,INS000640,,B+,True,2024-03-08 23:53:57.966615
PAT000596,MRN1000596,Robert,Brown,2007-08-16,Female,863-34-2386,555-546-8805,patient596@email.com,1374 Oak Ave,New York,NY,23554,Linda Harris,555-380-3937,INS000752,INS000562,AB+,True,2020-02-09 23:53:57.966615
PAT000597,MRN1000597,Mary,Anderson,2007-10-03,Male,258-26-7593,555-969-9357,patient597@gmail.com,9930 Valley Blvd,Houston,TX,31012,Christopher Thompson,555-307-6573,INS000811,,B-,True,2023-08-18 23:53:57.966615
PAT000598,MRN1000598,Robert,Brown,1961-10-01,Female,110-13-1072,555-477-9042,patient598@hotmail.com,8322 Valley Blvd,Austin,TX,57810,Robert Garcia,555-255-6596,INS000022,,O-,True,2024-03-01 23:53:57.966615
PAT000599,MRN1000599,Sarah,Lopez,1961-04-22,Male,168-47-5874,555-489-5826,patient599@yahoo.com,9792 Park Ave,New York,AZ,82825,Sarah Lopez,555-947-7394,INS000385,,A+,True,2021-09-16 23:53:57.966615
PAT000600,MRN1000600,Elizabeth,Jackson,1956-10-06,Male,150-93-8641,555-980-8023,patient600@outlook.com,5250 Oak Ave,Austin,AZ,48228,Joseph Smith,555-951-1554,INS000309,INS000312,AB+,True,2020-07-02 23:53:57.966615
PAT000601,MRN1000601,Joseph,Martinez,1939-02-23,Female,508-28-2103,555-292-2175,patient601@email.com,1521 Hill Rd,Dallas,PA,31019,Elizabeth White,555-100-9536,INS000127,,O-,True,2025-09-29 23:53:57.966615
PAT000602,MRN1000602,John,White,1938-03-31,Male,911-49-4716,555-344-2305,patient602@yahoo.com,1767 Elm St,Phoenix,TX,36907,Jennifer Rodriguez,555-428-9560,INS000802,,A+,True,2024-11-26 23:53:57.966615
PAT000603,MRN1000603,Charles,Jackson,1957-02-01,Female,973-14-5657,555-138-9180,patient603@outlook.com,8331 Maple Dr,San Antonio,TX,37262,Mary Harris,555-957-6061,INS000159,INS000884,AB+,True,2025-02-08 23:53:57.966615
PAT000604,MRN1000604,Lisa,Anderson,1999-12-26,Male,848-82-2158,555-408-2821,patient604@outlook.com,7437 Cedar Ln,Dallas,IL,14014,Robert Hernandez,555-714-7397,INS000934,,A+,True,2021-07-18 23:53:57.966615
PAT000605,MRN1000605,James,Miller,1997-03-04,Male,322-48-2936,555-773-7208,patient605@hotmail.com,6682 Park Ave,Philadelphia,NY,11889,David Hernandez,555-999-2024,INS000795,,O-,True,2021-01-15 23:53:57.966615
PAT000606,MRN1000606,John,Rodriguez,1985-06-09,Female,117-36-9463,555-225-5690,patient606@gmail.com,1353 Cedar Ln,San Antonio,FL,81177,Elizabeth Wilson,555-563-3945,INS000157,,B-,True,2020-05-16 23:53:57.966615
PAT000607,MRN1000607,Joseph,Martinez,1997-05-15,Male,931-83-9121,555-273-5087,patient607@gmail.com,5120 Lake Dr,New York,AZ,15631,Thomas Martin,555-210-6930,INS000503,,O+,True,2024-10-19 23:53:57.966615
PAT000608,MRN1000608,Daniel,Martin,1971-08-13,Male,429-29-9905,555-756-3486,patient608@outlook.com,7451 Park Ave,San Antonio,IL,57381,Lisa White,555-969-1926,INS000152,,AB-,True,2024-10-10 23:53:57.966615
PAT000609,MRN1000609,Jennifer,Miller,1936-06-08,Female,581-26-1543,555-221-6707,patient609@outlook.com,1623 Hill Rd,San Antonio,FL,62156,Nancy Davis,555-447-3460,INS000696,,A-,True,2021-03-09 23:53:57.966615
PAT000610,MRN1000610,Jennifer,Johnson,2007-10-27,Male,705-88-9849,555-390-1784,patient610@outlook.com,6790 Hill Rd,Austin,TX,42669,Charles Anderson,555-108-6897,INS000495,,O-,False,2020-10-15 23:53:57.966615
PAT000611,MRN1000611,Nancy,Hernandez,2005-12-24,Female,545-92-6361,555-177-4890,patient611@outlook.com,8076 Main St,Austin,NY,14203,Joseph Lee,555-849-4730,INS000407,,AB-,True,2020-01-08 23:53:57.966615
PAT000612,MRN1000612,Robert,Davis,1956-01-21,Male,952-95-7287,555-184-6497,patient612@gmail.com,4698 Lake Dr,Chicago,NY,76606,Mary Martinez,555-438-4263,INS000370,,O+,True,2021-06-05 23:53:57.966615
PAT000613,MRN1000613,Elizabeth,Thomas,1999-10-10,Male,404-30-3218,555-323-6431,patient613@email.com,9660 Park Ave,San Antonio,TX,29156,Patricia Brown,555-885-2436,INS000203,INS000222,B+,True,2024-07-09 23:53:57.966615
PAT000614,MRN1000614,Mary,Taylor,1973-07-25,Female,403-11-6398,555-152-7733,patient614@outlook.com,6651 Park Ave,Los Angeles,IL,85764,Susan Thomas,555-292-2950,INS000825,INS000985,O+,True,2019-05-04 23:53:57.966615
PAT000615,MRN1000615,Barbara,Moore,1957-02-15,Male,735-93-3479,555-711-8099,patient615@outlook.com,9071 Pine Rd,Houston,IL,31774,Sarah Moore,555-627-5459,INS000065,,B+,True,2025-12-18 23:53:57.966615
PAT000616,MRN1000616,Mary,Smith,1940-07-03,Male,156-76-3992,555-777-4039,patient616@outlook.com,359 Elm St,Dallas,TX,92349,John Lopez,555-480-7778,INS000965,INS000923,A+,True,2024-01-11 23:53:57.966615
PAT000617,MRN1000617,Joseph,Davis,1941-07-18,Male,339-53-4803,555-497-2088,patient617@yahoo.com,2281 Elm St,Chicago,NY,43127,Charles Wilson,555-117-6396,INS000290,,B-,True,2022-06-15 23:53:57.966615
PAT000618,MRN1000618,Lisa,Miller,1951-09-27,Male,131-82-8937,555-516-9976,patient618@email.com,6721 Elm St,San Antonio,IL,93557,Christopher Martinez,555-727-4767,INS000837,,B+,True,2024-12-19 23:53:57.966615
PAT000619,MRN1000619,Susan,Brown,1994-05-25,Female,536-64-2676,555-359-6642,patient619@email.com,9936 Valley Blvd,Dallas,PA,83219,Richard Lee,555-395-3447,INS000377,,O-,True,2022-04-22 23:53:57.966615
PAT000620,MRN1000620,William,Taylor,1986-12-19,Male,737-43-7564,555-445-3739,patient620@yahoo.com,6242 Main St,San Diego,AZ,28260,Joseph Davis,555-348-3448,INS000972,INS000423,B-,True,2023-12-04 23:53:57.966615
PAT000621,MRN1000621,Nancy,Miller,1995-08-07,Female,228-82-9932,555-430-3875,patient621@outlook.com,8730 Valley Blvd,New York,FL,77014,Thomas Gonzalez,555-229-3024,INS000116,,AB-,True,2020-05-09 23:53:57.966615
PAT000622,MRN1000622,Sarah,Wilson,1946-07-23,Female,936-14-7062,555-875-9140,patient622@yahoo.com,1210 Cedar Ln,Austin,IL,71123,David Gonzalez,555-106-2395,INS000711,,O-,True,2021-08-03 23:53:57.966615
PAT000623,MRN1000623,Joseph,Williams,1963-09-12,Male,511-78-3157,555-857-6109,patient623@outlook.com,2788 Maple Dr,San Diego,FL,39251,Karen Smith,555-250-5437,INS000643,,A-,True,2023-03-02 23:53:57.966615
PAT000624,MRN1000624,Lisa,Williams,1989-12-22,Female,104-20-8763,555-176-1033,patient624@email.com,3893 Main St,San Diego,TX,32450,Elizabeth Rodriguez,555-364-4706,INS000207,,B+,True,2024-02-22 23:53:57.966615
PAT000625,MRN1000625,Patricia,White,1967-01-30,Male,774-56-5030,555-242-6952,patient625@email.com,3056 Valley Blvd,San Diego,CA,24500,Thomas Thompson,555-842-2785,INS000283,INS000111,AB-,True,2021-03-12 23:53:57.966615
