provider_id,npi,first_name,last_name,specialty,sub_specialty,degree,license_number,license_state,facility_id,phone,email,is_accepting_patients,is_active,hire_date,created_date
PRV000500,1000000500,William,Robinson,Internal Medicine,Geriatrics,DO,LIC957530,IL,FAC000162,555-104-7533,dr.martinez52@wrshealthproviders.com,True,True,2008-07-04,2025-03-11 23:53:57.982591
PRV000501,1000000501,Jennifer,Anderson,Endocrinology,Critical Care,MD,LIC111881,NY,FAC000754,555-132-1856,dr.young63@wrshealthproviders.com,True,True,2020-01-21,2024-06-03 23:53:57.982591
PRV000502,1000000502,Laura,Walker,Pediatrics,Critical Care,MD,LIC265171,FL,FAC000903,555-847-2264,dr.green33@wrshealthproviders.com,True,True,2021-11-20,2025-08-12 23:53:57.982591
PRV000503,1000000503,Karen,Green,Dermatology,Sports Medicine,MD,LIC361652,PA,FAC000661,555-252-8011,dr.lewis93@wrshealthproviders.com,True,True,2020-01-12,2022-08-03 23:53:57.982591
PRV000504,1000000504,Michelle,Walker,Anesthesiology,Interventional,MD,LIC543940,IL,FAC000437,555-522-5675,dr.nelson26@wrshealthproviders.com,True,True,2023-09-30,2022-04-19 23:53:57.982591
PRV000505,1000000505,Jennifer,Clark,Cardiology,Critical Care,MD,LIC241738,AZ,FAC000837,555-975-7395,dr.green72@wrshealthproviders.com,True,True,2010-06-16,2022-08-06 23:53:57.982591
PRV000506,1000000506,Robert,Wright,Oncology,Sports Medicine,MD,LIC663867,CA,FAC000413,555-751-1595,dr.robinson27@wrshealthproviders.com,False,True,2018-02-28,2023-06-18 23:53:57.982591
PRV000507,1000000507,David,Clark,Obstetrics and Gynecology,,MD,LIC161154,PA,FAC000024,555-699-8109,dr.hall94@wrshealthproviders.com,True,True,2014-02-09,2021-04-17 23:53:57.982591
PRV000508,1000000508,Richard,Young,Dermatology,Interventional,MD,LIC225025,FL,FAC000241,555-177-5665,dr.nelson84@wrshealthproviders.com,False,True,2004-08-13,2021-01-18 23:53:57.982591
PRV000509,1000000509,Laura,Anderson,Endocrinology,Critical Care,MD,LIC725991,FL,FAC000420,555-719-1594,dr.clark90@wrshealthproviders.com,False,True,2014-01-10,2023-06-14 23:53:57.982591
PRV000510,1000000510,William,Young,Family Medicine,,MD,LIC332869,IL,FAC000948,555-680-2369,dr.lewis82@wrshealthproviders.com,True,True,2021-08-29,2022-01-04 23:53:57.982591
PRV000511,1000000511,Michael,Walker,Internal Medicine,Sports Medicine,MD,LIC625056,CA,FAC000434,555-106-1769,dr.nelson90@wrshealthproviders.com,True,True,2017-06-29,2025-07-21 23:53:57.982591
PRV000512,1000000512,Karen,Hall,Orthopedics,Critical Care,PA,LIC654178,FL,FAC000831,555-711-2742,dr.robinson72@wrshealthproviders.com,True,False,2008-12-12,2025-08-03 23:53:57.982591
PRV000513,1000000513,Sarah,Wright,Emergency Medicine,Interventional,NP,LIC977185,PA,FAC000625,555-540-7426,dr.martinez47@wrshealthproviders.com,False,True,2011-10-16,2023-02-16 23:53:57.982591
PRV000514,1000000514,Nancy,Robinson,Psychiatry,Pain Management,DO,LIC826792,FL,FAC000554,555-464-6293,dr.wright27@wrshealthproviders.com,True,True,2015-08-29,2026-01-04 23:53:57.982591
PRV000515,1000000515,Richard,Scott,Cardiology,Critical Care,MD,LIC873432,NY,FAC000032,555-416-6567,dr.lewis47@wrshealthproviders.com,True,True,2023-05-11,2021-03-20 23:53:57.982591
PRV000516,1000000516,Michael,Anderson,Psychiatry,Geriatrics,DO,LIC744456,FL,FAC000807,555-418-5073,dr.hall5@wrshealthproviders.com,True,True,2009-04-20,2025-06-08 23:53:57.982591
PRV000517,1000000517,Karen,Clark,Orthopedics,Critical Care,NP,LIC775755,FL,FAC000652,555-139-1895,dr.lewis12@wrshealthproviders.com,False,True,2022-12-29,2022-01-15 23:53:57.982591
PRV000518,1000000518,Karen,Scott,Anesthesiology,,DO,LIC483112,AZ,FAC000192,555-198-8775,dr.walker51@wrshealthproviders.com,True,True,2016-12-09,2022-02-25 23:53:57.982591
PRV000519,1000000519,Thomas,King,Psychiatry,Sports Medicine,MD,LIC303368,IL,FAC000797,555-631-5403,dr.nelson9@wrshealthproviders.com,False,True,2010-09-21,2023-12-05 23:53:57.982591
PRV000520,1000000520,Emily,Nelson,Endocrinology,Interventional,DO,LIC175458,IL,FAC000476,555-974-7555,dr.green7@wrshealthproviders.com,True,True,2010-08-21,2023-07-26 23:53:57.982591
PRV000521,1000000521,William,Baker,Neurology,,NP,LIC215708,PA,FAC000446,555-233-9043,dr.hall32@wrshealthproviders.com,True,True,2011-05-25,2022-02-18 23:53:57.982591
PRV000522,1000000522,Karen,Wright,Ophthalmology,Critical Care,MD,LIC470788,FL,FAC000698,555-844-5884,dr.young10@wrshealthproviders.com,True,True,2009-03-25,2021-08-24 23:53:57.982591
PRV000523,1000000523,Nancy,Clark,Family Medicine,,DO,LIC389439,PA,FAC000897,555-982-3560,dr.nelson98@wrshealthproviders.com,True,True,2017-04-26,2023-06-17 23:53:57.982591
PRV000524,1000000524,Nancy,Green,Dermatology,Critical Care,MD,LIC912534,PA,FAC000314,555-923-1069,dr.baker52@wrshealthproviders.com,True,True,2009-08-23,2024-05-22 23:53:57.982591
PRV000525,1000000525,Michael,Green,Pediatrics,,MD,LIC800606,AZ,FAC000271,555-762-6157,dr.anderson20@wrshealthproviders.com,True,True,2009-09-08,2021-06-15 23:53:57.982591
PRV000526,1000000526,Nancy,Young,Emergency Medicine,Geriatrics,MD,LIC352674,TX,FAC000554,555-285-3138,dr.nelson40@wrshealthproviders.com,False,True,2010-12-09,2024-12-15 23:53:57.982591
PRV000527,1000000527,Nancy,Thompson,Ophthalmology,,DO,LIC690733,TX,FAC000177,555-448-9297,dr.anderson61@wrshealthproviders.com,True,True,2005-10-16,2023-12-01 23:53:57.982591
PRV000528,1000000528,Michelle,Walker,Obstetrics and Gynecology,,MD,LIC607536,AZ,FAC000657,555-568-4235,dr.lewis53@wrshealthproviders.com,False,True,2019-11-21,2025-10-02 23:53:57.982591
PRV000529,1000000529,Sarah,Robinson,Pediatrics,Critical Care,MD,LIC670611,FL,FAC000927,555-157-9176,dr.allen68@wrshealthproviders.com,True,True,2019-11-19,2021-05-22 23:53:57.982591
PRV000530,1000000530,Lisa,Green,Radiology,Sports Medicine,MD,LIC198825,PA,FAC000789,555-892-4248,dr.martinez1@wrshealthproviders.com,False,True,2007-01-02,2024-07-24 23:53:57.982591
PRV000531,1000000531,Nancy,Walker,Endocrinology,Sports Medicine,MD,LIC476941,AZ,FAC000615,555-261-2785,dr.king89@wrshealthproviders.com,True,True,2007-08-08,2022-12-25 23:53:57.982591
PRV000532,1000000532,Lisa,Scott,Endocrinology,Sports Medicine,MD,LIC608231,CA,FAC000986,555-521-7501,dr.anderson32@wrshealthproviders.com,False,True,2013-09-19,2022-07-18 23:53:57.982591
PRV000533,1000000533,Richard,Nelson,Pediatrics,Sports Medicine,DO,LIC358023,TX,FAC000844,555-482-7551,dr.martinez54@wrshealthproviders.com,False,True,2007-09-11,2026-01-10 23:53:57.982591
PRV000534,1000000534,James,Martinez,Orthopedics,Geriatrics,DO,LIC372724,IL,FAC000824,555-683-2736,dr.nelson69@wrshealthproviders.com,True,True,2018-07-07,2021-03-09 23:53:57.982591
PRV000535,1000000535,Nancy,Baker,Pediatrics,Critical Care,MD,LIC948423,PA,FAC000293,555-146-8330,dr.martinez23@wrshealthproviders.com,True,True,2022-12-28,2022-09-19 23:53:57.982591
PRV000536,1000000536,John,King,Neurology,Critical Care,MD,LIC190792,FL,FAC000202,555-160-9719,dr.hall57@wrshealthproviders.com,True,True,2016-03-21,2023-02-16 23:53:57.982591
PRV000537,1000000537,William,Clark,Dermatology,Geriatrics,MD,LIC432944,CA,FAC000709,555-795-7619,dr.hall78@wrshealthproviders.com,True,True,2022-03-24,2024-03-07 23:53:57.982591
PRV000538,1000000538,Karen,Allen,Radiology,Pain Management,NP,LIC707966,TX,FAC000370,555-869-2076,dr.king82@wrshealthproviders.com,False,True,2004-04-27,2022-08-28 23:53:57.982591
PRV000539,1000000539,William,Martinez,Pediatrics,Interventional,MD,LIC942496,CA,FAC000048,555-985-2932,dr.hall97@wrshealthproviders.com,True,True,2008-01-27,2025-03-04 23:53:57.982591
PRV000540,1000000540,Emily,Hall,Radiology,Interventional,MD,LIC188562,TX,FAC000058,555-933-9104,dr.thompson72@wrshealthproviders.com,True,True,2009-09-19,2023-08-01 23:53:57.982591
PRV000541,1000000541,Nancy,King,Ophthalmology,Sports Medicine,MD,LIC122532,AZ,FAC000984,555-195-4496,dr.clark24@wrshealthproviders.com,True,True,2006-09-26,2025-06-26 23:53:57.982591
PRV000542,1000000542,Emily,Hall,Pediatrics,Critical Care,DO,LIC806478,IL,FAC000494,555-785-5142,dr.baker83@wrshealthproviders.com,False,True,2012-01-17,2024-08-05 23:53:57.982591
PRV000543,1000000543,Michael,Nelson,Endocrinology,Sports Medicine,NP,LIC495921,TX,FAC000618,555-100-3405,dr.robinson36@wrshealthproviders.com,False,True,2009-09-18,2024-10-15 23:53:57.982591
PRV000544,1000000544,Lisa,Scott,Ophthalmology,Sports Medicine,NP,LIC912541,CA,FAC000851,555-466-1549,dr.green74@wrshealthproviders.com,True,False,2004-08-31,2022-03-16 23:53:57.982591
PRV000545,1000000545,Robert,Allen,Radiology,Geriatrics,DO,LIC547015,CA,FAC000408,555-122-7670,dr.wright32@wrshealthproviders.com,True,True,2004-10-28,2023-09-17 23:53:57.982591
PRV000546,1000000546,William,Lewis,Oncology,,MD,LIC112910,AZ,FAC000822,555-376-3885,dr.king32@wrshealthproviders.com,True,True,2007-09-05,2022-10-29 23:53:57.982591
PRV000547,1000000547,Nancy,Hall,Dermatology,Interventional,MD,LIC624401,PA,FAC000106,555-251-8510,dr.green76@wrshealthproviders.com,True,True,2024-08-28,2021-09-22 23:53:57.982591
PRV000548,1000000548,Robert,Hall,Orthopedics,Pain Management,MD,LIC540652,PA,FAC000443,555-530-5214,dr.clark32@wrshealthproviders.com,True,True,2015-04-21,2024-07-09 23:53:57.982591
PRV000549,1000000549,Jennifer,Anderson,Emergency Medicine,Pain Management,MD,LIC987128,NY,FAC000364,555-351-6080,dr.lewis6@wrshealthproviders.com,True,True,2020-11-21,2023-05-28 23:53:57.982591
PRV000550,1000000550,David,Walker,Radiology,,MD,LIC292256,TX,FAC000230,555-952-6023,dr.baker22@wrshealthproviders.com,True,True,2012-10-06,2024-08-16 23:53:57.982591
PRV000551,1000000551,James,Wright,Radiology,,MD,LIC347128,PA,FAC000490,555-881-7781,dr.young66@wrshealthproviders.com,True,True,2008-07-22,2022-08-27 23:53:57.982591
PRV000552,1000000552,Karen,Hall,Orthopedics,Interventional,MD,LIC850491,FL,FAC000508,555-446-3296,dr.green13@wrshealthproviders.com,True,True,2007-11-29,2024-11-21 23:53:57.982591
PRV000553,1000000553,Michael,Wright,Oncology,Sports Medicine,PA,LIC498517,NY,FAC000892,555-541-6834,dr.martinez44@wrshealthproviders.com,True,True,2013-08-19,2022-06-23 23:53:57.982591
PRV000554,1000000554,David,Clark,Endocrinology,,DO,LIC470374,CA,FAC000800,555-162-6240,dr.green87@wrshealthproviders.com,True,True,2023-02-03,2024-04-29 23:53:57.982591
PRV000555,1000000555,Karen,Scott,Family Medicine,Critical Care,NP,LIC162499,AZ,FAC000479,555-297-5660,dr.lewis30@wrshealthproviders.com,True,True,2017-11-06,2021-09-10 23:53:57.982591
PRV000556,1000000556,Richard,Thompson,Ophthalmology,Critical Care,DO,LIC403776,CA,FAC000698,555-611-9033,dr.thompson89@wrshealthproviders.com,True,True,2008-11-26,2023-05-09 23:53:57.982591
PRV000557,1000000557,Richard,Wright,Psychiatry,Pain Management,MD,LIC516471,NY,FAC000539,555-788-5315,dr.scott64@wrshealthproviders.com,True,True,2009-06-11,2023-11-08 23:53:57.982591
PRV000558,1000000558,Michael,Walker,Family Medicine,Pain Management,DO,LIC139713,CA,FAC000263,555-181-2338,dr.anderson9@wrshealthproviders.com,True,True,2008-09-09,2022-02-18 23:53:57.982591
PRV000559,1000000559,David,Lewis,Orthopedics,,MD,LIC248004,IL,FAC000143,555-521-1243,dr.allen50@wrshealthproviders.com,True,True,2015-11-18,2023-02-22 23:53:57.982591
PRV000560,1000000560,Michael,Baker,Orthopedics,,DO,LIC530333,NY,FAC000285,555-260-9328,dr.nelson5@wrshealthproviders.com,False,True,2016-02-16,2023-01-19 23:53:57.982591
PRV000561,1000000561,David,Hall,Dermatology,,MD,LIC784742,NY,FAC000503,555-482-6773,dr.martinez36@wrshealthproviders.com,True,True,2023-11-05,2022-10-11 23:53:57.982591
PRV000562,1000000562,Nancy,Young,Emergency Medicine,Sports Medicine,PA,LIC283070,PA,FAC000109,555-296-9806,dr.martinez20@wrshealthproviders.com,True,True,2010-03-16,2024-11-07 23:53:57.982591
PRV000563,1000000563,Thomas,Anderson,Emergency Medicine,,MD,LIC949073,PA,FAC000431,555-838-9167,dr.anderson33@wrshealthproviders.com,True,True,2006-06-20,2022-01-12 23:53:57.982591
PRV000564,1000000564,Michelle,Martinez,Radiology,Interventional,MD,LIC250524,NY,FAC000295,555-451-6884,dr.young57@wrshealthproviders.com,True,True,2007-04-17,2023-03-17 23:53:57.982591
PRV000565,1000000565,Richard,Martinez,Orthopedics,Sports Medicine,PA,LIC426043,CA,FAC000578,555-713-9086,dr.robinson21@wrshealthproviders.com,True,True,2004-08-31,2023-09-13 23:53:57.982591
PRV000566,1000000566,Laura,Allen,General Surgery,,MD,LIC618475,PA,FAC000067,555-424-4068,dr.thompson72@wrshealthproviders.com,True,True,2020-09-18,2025-08-02 23:53:57.982591
PRV000567,1000000567,Michelle,Nelson,Endocrinology,Sports Medicine,DO,LIC679018,CA,FAC000601,555-160-5265,dr.walker97@wrshealthproviders.com,True,True,2024-06-12,2023-11-07 23:53:57.982591
PRV000568,1000000568,Laura,Young,Cardiology,Sports Medicine,DO,LIC770142,NY,FAC000115,555-841-2142,dr.green17@wrshealthproviders.com,True,True,2004-03-08,2022-07-01 23:53:57.982591
PRV000569,1000000569,Nancy,Baker,Radiology,Interventional,NP,LIC734519,NY,FAC000399,555-789-6640,dr.young71@wrshealthproviders.com,True,True,2012-02-18,2021-11-27 23:53:57.982591
PRV000570,1000000570,Robert,King,Psychiatry,,PA,LIC238231,NY,FAC000198,555-430-3681,dr.baker40@wrshealthproviders.com,True,True,2013-01-16,2025-07-14 23:53:57.982591
PRV000571,1000000571,Michael,Allen,Radiology,Critical Care,PA,LIC251631,TX,FAC000968,555-908-9673,dr.king52@wrshealthproviders.com,True,True,2023-09-29,2022-02-11 23:53:57.982591
PRV000572,1000000572,Nancy,Nelson,Ophthalmology,Pain Management,MD,LIC453255,IL,FAC000697,555-855-3698,dr.lewis28@wrshealthproviders.com,True,True,2017-03-01,2023-02-02 23:53:57.982591
PRV000573,1000000573,Lisa,Walker,Obstetrics and Gynecology,Sports Medicine,NP,LIC209854,CA,FAC000439,555-881-4742,dr.baker70@wrshealthproviders.com,True,True,2023-03-02,2022-04-24 23:53:57.982591
PRV000574,1000000574,Sarah,Baker,Endocrinology,,DO,LIC769335,IL,FAC000596,555-150-2621,dr.green90@wrshealthproviders.com,False,True,2010-09-19,2023-05-07 23:53:57.982591
PRV000575,1000000575,Karen,Baker,Dermatology,,DO,LIC919798,FL,FAC000342,555-508-5485,dr.martinez62@wrshealthproviders.com,True,True,2013-05-03,2021-07-12 23:53:57.982591
PRV000576,1000000576,Jennifer,Thompson,Ophthalmology,Geriatrics,MD,LIC676991,PA,FAC000023,555-846-4784,dr.hall17@wrshealthproviders.com,True,True,2020-03-18,2023-06-20 23:53:57.982591
PRV000577,1000000577,Laura,Allen,Obstetrics and Gynecology,Geriatrics,DO,LIC830134,NY,FAC000876,555-120-5032,dr.baker59@wrshealthproviders.com,False,True,2019-02-23,2023-11-23 23:53:57.982591
PRV000578,1000000578,Sarah,Thompson,Endocrinology,Sports Medicine,PA,LIC253529,CA,FAC000857,555-742-3193,dr.green4@wrshealthproviders.com,True,True,2004-02-29,2024-04-27 23:53:57.982591
PRV000579,1000000579,James,Green,Neurology,,PA,LIC546967,FL,FAC000704,555-717-9110,dr.green98@wrshealthproviders.com,True,True,2020-07-23,2021-12-18 23:53:57.982591
PRV000580,1000000580,Robert,Baker,Ophthalmology,Pain Management,MD,LIC772371,IL,FAC000483,555-568-5575,dr.walker79@wrshealthproviders.com,True,True,2018-11-24,2024-04-08 23:53:57.982591
PRV000581,1000000581,Richard,Martinez,Neurology,,MD,LIC204122,TX,FAC000823,555-401-5706,dr.king82@wrshealthproviders.com,False,True,2006-10-01,2023-02-08 23:53:57.982591
PRV000582,1000000582,Jennifer,Young,Radiology,Geriatrics,MD,LIC930550,AZ,FAC000178,555-332-4733,dr.martinez91@wrshealthproviders.com,False,True,2012-04-26,2022-04-06 23:53:57.982591
PRV000583,1000000583,Jennifer,Wright,Oncology,,NP,LIC914061,IL,FAC000352,555-894-3383,dr.hall53@wrshealthproviders.com,True,True,2020-06-14,2025-09-23 23:53:57.982591
PRV000584,1000000584,Karen,Scott,Internal Medicine,,DO,LIC356601,AZ,FAC000622,555-707-6064,dr.thompson55@wrshealthproviders.com,True,True,2015-11-28,2023-01-06 23:53:57.982591
PRV000585,1000000585,Michael,King,General Surgery,Pain Management,MD,LIC453737,FL,FAC000181,555-453-8480,dr.wright99@wrshealthproviders.com,True,True,2019-06-12,2024-05-26 23:53:57.982591
PRV000586,1000000586,Nancy,Nelson,Orthopedics,,MD,LIC145206,FL,FAC000353,555-637-8021,dr.nelson38@wrshealthproviders.com,True,True,2017-10-30,2024-12-24 23:53:57.982591
PRV000587,1000000587,James,Baker,Emergency Medicine,Geriatrics,MD,LIC536009,FL,FAC000037,555-610-5626,dr.martinez90@wrshealthproviders.com,True,True,2015-04-15,2025-08-02 23:53:57.982591
PRV000588,1000000588,David,Hall,Cardiology,Interventional,MD,LIC231462,IL,FAC000102,555-999-1881,dr.green76@wrshealthproviders.com,True,True,2013-03-20,2021-08-13 23:53:57.982591
PRV000589,1000000589,Lisa,Scott,Family Medicine,Pain Management,PA,LIC168220,PA,FAC000398,555-402-8740,dr.allen83@wrshealthproviders.com,True,True,2023-09-03,2022-07-29 23:53:57.982591
PRV000590,1000000590,John,Robinson,Cardiology,,DO,LIC163276,PA,FAC000621,555-565-3121,dr.hall54@wrshealthproviders.com,True,True,2009-07-07,2023-09-20 23:53:57.982591
PRV000591,1000000591,Emily,Thompson,Radiology,Critical Care,MD,LIC655080,NY,FAC000076,555-368-7444,dr.scott91@wrshealthproviders.com,True,True,2013-05-01,2022-06-26 23:53:57.982591
PRV000592,1000000592,David,Walker,Internal Medicine,Sports Medicine,MD,LIC403133,CA,FAC000358,555-836-5488,dr.hall87@wrshealthproviders.com,True,True,2013-11-10,2024-04-04 23:53:57.982591
PRV000593,1000000593,Laura,Allen,Internal Medicine,Critical Care,MD,LIC134776,CA,FAC000438,555-735-8877,dr.hall61@wrshealthproviders.com,True,True,2015-02-10,2025-02-17 23:53:57.982591
PRV000594,1000000594,Michelle,Anderson,Endocrinology,Geriatrics,PA,LIC181145,CA,FAC000628,555-253-9354,dr.wright54@wrshealthproviders.com,False,True,2011-03-29,2021-12-21 23:53:57.982591
PRV000595,1000000595,Richard,King,Oncology,Geriatrics,MD,LIC438772,FL,FAC000488,555-316-5846,dr.martinez65@wrshealthproviders.com,True,True,2010-12-09,2025-08-31 23:53:57.982591
PRV000596,1000000596,John,Nelson,Anesthesiology,Pain Management,MD,LIC603387,PA,FAC000543,555-205-1166,dr.allen46@wrshealthproviders.com,True,False,2004-06-06,2022-02-24 23:53:57.982591
PRV000597,1000000597,Emily,Walker,Obstetrics and Gynecology,,MD,LIC985367,CA,FAC000064,555-519-8383,dr.hall44@wrshealthproviders.com,True,True,2008-01-23,2023-07-15 23:53:57.982591
PRV000598,1000000598,Laura,Scott,Radiology,Sports Medicine,DO,LIC743353,CA,FAC000492,555-742-2220,dr.nelson58@wrshealthproviders.com,True,True,2004-05-21,2021-05-07 23:53:57.982591
PRV000599,1000000599,Richard,Robinson,Family Medicine,Geriatrics,DO,LIC710202,CA,FAC000640,555-122-1527,dr.nelson92@wrshealthproviders.com,False,False,2019-06-19,2022-11-17 23:53:57.982591
PRV000600,1000000600,Robert,Thompson,Oncology,Sports Medicine,DO,LIC620533,FL,FAC000522,555-710-8246,dr.nelson68@wrshealthproviders.com,True,True,2018-09-01,2021-11-30 23:53:57.982591
PRV000601,1000000601,Emily,Anderson,Cardiology,Sports Medicine,MD,LIC783263,CA,FAC000146,555-672-5777,dr.wright73@wrshealthproviders.com,True,True,2014-02-12,2025-11-02 23:53:57.982591
PRV000602,1000000602,Michael,Young,Family Medicine,,MD,LIC118519,NY,FAC000214,555-398-3846,dr.clark89@wrshealthproviders.com,True,True,2021-10-17,2022-06-14 23:53:57.982591
PRV000603,1000000603,Nancy,Robinson,Oncology,,MD,LIC513855,AZ,FAC000055,555-728-9320,dr.allen44@wrshealthproviders.com,True,True,2018-06-08,2021-08-15 23:53:57.982591
PRV000604,1000000604,Lisa,Nelson,Family Medicine,Geriatrics,DO,LIC242551,TX,FAC000490,555-269-5057,dr.hall53@wrshealthproviders.com,False,True,2004-10-23,2025-11-20 23:53:57.982591
PRV000605,1000000605,Thomas,King,Cardiology,,MD,LIC843541,FL,FAC000686,555-167-7213,dr.martinez69@wrshealthproviders.com,True,True,2009-04-26,2021-03-22 23:53:57.982591
PRV000606,1000000606,John,Green,Family Medicine,,MD,LIC745008,CA,FAC000048,555-751-5254,dr.walker57@wrshealthproviders.com,True,True,2019-03-15,2024-03-29 23:53:57.982591
PRV000607,1000000607,Karen,Allen,Ophthalmology,,NP,LIC648880,AZ,FAC000022,555-234-2984,dr.young40@wrshealthproviders.com,True,True,2022-12-08,2024-12-15 23:53:57.982591
PRV000608,1000000608,Karen,Walker,Endocrinology,Sports Medicine,NP,LIC167418,FL,FAC000537,555-231-9237,dr.lewis25@wrshealthproviders.com,True,True,2009-04-05,2022-04-28 23:53:57.982591
PRV000609,1000000609,Lisa,Thompson,Endocrinology,,MD,LIC138975,IL,FAC000065,555-229-7941,dr.scott5@wrshealthproviders.com,False,True,2015-07-12,2025-09-05 23:53:57.982591
PRV000610,1000000610,Richard,Nelson,Neurology,Geriatrics,MD,LIC691744,PA,FAC000202,555-464-9289,dr.young17@wrshealthproviders.com,True,True,2014-08-23,2025-04-16 23:53:57.982591
PRV000611,1000000611,John,Lewis,Neurology,Geriatrics,MD,LIC741504,FL,FAC000221,555-457-8697,dr.allen35@wrshealthproviders.com,False,True,2016-05-08,2023-09-09 23:53:57.982591
PRV000612,1000000612,Nancy,Robinson,Endocrinology,Interventional,DO,LIC600814,FL,FAC000773,555-893-1824,dr.king1@wrshealthproviders.com,True,True,2021-10-23,2025-12-06 23:53:57.982591
PRV000613,1000000613,David,Baker,Ophthalmology,Critical Care,NP,LIC773780,TX,FAC000871,555-987-3948,dr.lewis45@wrshealthproviders.com,True,True,2022-12-06,2023-12-19 23:53:57.982591
PRV000614,1000000614,Jennifer,Baker,Pediatrics,Interventional,MD,LIC471005,NY,FAC000768,555-391-9449,dr.scott64@wrshealthproviders.com,True,True,2007-02-01,2024-04-03 23:53:57.982591
PRV000615,1000000615,Robert,Martinez,Psychiatry,Sports Medicine,MD,LIC292870,FL,FAC000316,555-706-2170,dr.thompson20@wrshealthproviders.com,True,True,2013-01-02,2022-02-18 23:53:57.982591
PRV000616,1000000616,John,Green,General Surgery,Geriatrics,NP,LIC543182,FL,FAC000845,555-101-6609,dr.robinson62@wrshealthproviders.com,True,True,2014-01-14,2021-04-19 23:53:57.982591
PRV000617,1000000617,Nancy,Robinson,Ophthalmology,,NP,LIC656767,FL,FAC000755,555-758-6959,dr.lewis80@wrshealthproviders.com,True,True,2008-05-01,2023-04-18 23:53:57.982591
PRV000618,1000000618,Robert,Scott,Anesthesiology,,MD,LIC514879,PA,FAC000594,555-580-2451,dr.king76@wrshealthproviders.com,True,True,2018-07-15,2024-05-13 23:53:57.982591
PRV000619,1000000619,Karen,King,Psychiatry,Geriatrics,MD,LIC538723,AZ,FAC000019,555-470-9663,dr.martinez51@wrshealthproviders.com,True,False,2019-08-19,2025-09-10 23:53:57.982591
PRV000620,1000000620,Nancy,Baker,Anesthesiology,,MD,LIC492344,IL,FAC000145,555-861-5276,dr.robinson93@wrshealthproviders.com,True,True,2024-08-01,2025-04-04 23:53:57.982591
PRV000621,1000000621,Laura,Lewis,Obstetrics and Gynecology,,MD,LIC152027,CA,FAC000214,555-334-5333,dr.anderson30@wrshealthproviders.com,True,True,2011-03-15,2022-07-09 23:53:57.982591
PRV000622,1000000622,Robert,Hall,Anesthesiology,,PA,LIC659309,AZ,FAC000970,555-794-6746,dr.baker93@wrshealthproviders.com,True,True,2015-12-01,2021-07-23 23:53:57.982591
PRV000623,1000000623,Karen,Green,Oncology,Interventional,NP,LIC324839,FL,FAC000790,555-487-6738,dr.green27@wrshealthproviders.com,True,True,2018-08-18,2023-01-23 23:53:57.982591
PRV000624,1000000624,Laura,Hall,Emergency Medicine,Pain Management,DO,LIC539088,FL,FAC000492,555-219-3414,dr.lewis76@wrshealthproviders.com,True,True,2013-11-01,2021-10-27 23:53:57.982591
PRV000625,1000000625,Thomas,Young,Emergency Medicine,,MD,LIC679175,NY,FAC000307,555-889-4652,dr.young1@wrshealthproviders.com,False,True,2018-04-14,2024-05-07 23:53:57.982591
PRV000626,1000000626,Karen,Martinez,Emergency Medicine,Pain Management,NP,LIC197457,CA,FAC000238,555-393-4351,dr.hall66@wrshealthproviders.com,True,True,2022-02-13,2024-02-27 23:53:57.982591
PRV000627,1000000627,Richard,Robinson,Obstetrics and Gynecology,Geriatrics,MD,LIC899854,TX,FAC000183,555-371-5509,dr.anderson39@wrshealthproviders.com,False,True,2011-07-12,2022-07-23 23:53:57.982591
PRV000628,1000000628,Michelle,Thompson,General Surgery,Critical Care,MD,LIC510342,NY,FAC000852,555-157-8657,dr.walker63@wrshealthproviders.com,True,True,2010-09-07,2023-12-25 23:53:57.982591
PRV000629,1000000629,Jennifer,Allen,General Surgery,Pain Management,MD,LIC684217,AZ,FAC000443,555-808-1439,dr.allen12@wrshealthproviders.com,True,True,2020-07-15,2023-01-10 23:53:57.982591
PRV000630,1000000630,Michelle,King,Neurology,Critical Care,MD,LIC948847,IL,FAC000588,555-626-1329,dr.lewis56@wrshealthproviders.com,True,True,2021-11-26,2021-10-07 23:53:57.982591
PRV000631,1000000631,Michael,Baker,Ophthalmology,Interventional,DO,LIC806338,AZ,FAC000882,555-524-4546,dr.anderson66@wrshealthproviders.com,True,True,2016-04-12,2023-07-26 23:53:57.982591
PRV000632,1000000632,John,Green,Emergency Medicine,Geriatrics,MD,LIC271923,TX,FAC000734,555-172-4921,dr.scott41@wrshealthproviders.com,True,True,2013-03-13,2023-09-01 23:53:57.982591
PRV000633,1000000633,Michelle,Baker,Psychiatry,,MD,LIC219234,AZ,FAC000180,555-705-6386,dr.king16@wrshealthproviders.com,True,True,2019-09-30,2022-10-30 23:53:57.982591
PRV000634,1000000634,John,Robinson,Endocrinology,,MD,LIC405041,CA,FAC000777,555-724-5791,dr.anderson68@wrshealthproviders.com,True,False,2008-09-08,2024-03-29 23:53:57.982591
PRV000635,1000000635,Sarah,Clark,Orthopedics,Interventional,MD,LIC144011,TX,FAC000799,555-344-6286,dr.green14@wrshealthproviders.com,True,True,2018-04-11,2023-12-11 23:53:57.982591
PRV000636,1000000636,Robert,Scott,Orthopedics,,MD,LIC564020,AZ,FAC000286,555-560-9845,dr.baker1@wrshealthproviders.com,True,True,2013-04-29,2022-11-15 23:53:57.982591
