Order_ID,Order_Date,Customer_ID,Customer_Email,Product_Name,Product_Category,Price,Quantity,Shipping_Cost,Status,Delivery_Date,Rating
ORD000388,2024-11-10,CUST0043,rebecca88@example.org,Multi-tiered 3rdgeneration methodology,Electronics,36.93,6,7.64,Delivered,2024-11-23,3.0
ORD000389,2025-05-19,CUST0048,wbean@example.net,Universal bi-directional knowledge user,Electronics,94.88,7,6.48,Delivered,2025-05-24,3.0
ORD000390,2024-04-23,CUST0052,sandersjesse@example.com,Polarized non-volatile benchmark,Clothing,402.52,5,27.44,Delivered,2024-05-04,3.0
ORD000391,2025-03-14,CUST0053,martin11@example.net,Down-sized demand-driven matrix,Clothing,406.36,8,12.19,Delivered,2025-03-22,4.0
ORD000392,2025-02-03,CUST0048,christopherpowell@example.com,Programmable uniform open system,Clothing,335.78,2,7.2,Delivered,2025-02-12,5.0
ORD000393,2025-06-13,CUST0094,briansnyder@example.com,Integrated user-facing Graphical User Interface,Home & Garden,147.15,10,24.47,Delivered,2025-06-15,1.0
ORD000394,2025-08-10,CUST0001,benjaminbarker@example.net,Open-source 24hour flexibility,Sports,286.77,2,16.63,Shipped,,
ORD000395,2025-04-20,CUST0059,karinorton@example.net,Proactive foreground projection,Sports,344.22,3,21.35,Delivered,2025-05-03,2.0
ORD000396,2024-05-02,CUST0081,steven78@example.net,User-centric upward-trending artificial intelligence,Sports,55.7,9,8.0,Delivered,2024-05-12,1.0
ORD000397,2025-10-16,CUST0049,simmonschris@example.org,Versatile 24/7 complexity,Home & Garden,446.79,4,14.24,Delivered,2025-10-19,4.0
ORD000398,2024-12-08,CUST0007,martinsamuel@example.org,Automated interactive methodology,Books,133.56,3,24.97,Delivered,2024-12-10,3.0
ORD000399,2024-03-12,CUST0054,jtaylor@example.com,Open-architected 24/7 frame,Sports,302.91,9,26.03,Delivered,2024-03-15,2.0
ORD000400,2024-01-31,CUST0071,uforbes@example.net,Future-proofed multi-state Graphic Interface,Sports,180.68,9,11.33,Delivered,2024-02-07,2.0
ORD000401,2025-02-20,CUST0070,anne22@example.com,Programmable systemic database,Sports,151.61,6,17.11,Delivered,2025-02-26,4.0
ORD000402,2025-07-16,CUST0072,april47@example.com,Expanded full-range synergy,Home & Garden,220.96,4,14.38,Delivered,2025-07-23,4.0
ORD000403,2025-05-13,CUST0096,frankespinoza@example.com,Advanced foreground instruction set,Clothing,109.36,8,5.62,Delivered,2025-05-22,4.0
ORD000404,2024-03-19,CUST0094,thomasholder@example.org,Integrated tangible core,Home & Garden,175.97,8,26.86,Delivered,2024-04-01,5.0
ORD000405,2024-04-03,CUST0007,medinamark@example.org,Secured maximized policy,Clothing,355.5,9,28.74,Delivered,2024-04-14,5.0
ORD000406,2024-03-01,CUST0018,bellangie@example.org,Monitored responsive access,Clothing,317.46,3,16.39,Delivered,2024-03-12,1.0
ORD000407,2025-10-21,CUST0034,joshuahoover@example.com,Reduced upward-trending function,Books,182.85,3,21.95,Delivered,2025-11-03,2.0
ORD000408,2024-08-12,CUST0090,jvilla@example.net,Stand-alone stable customer loyalty,Electronics,352.67,5,23.36,Delivered,2024-08-23,3.0
ORD000409,2023-12-31,CUST0057,dakotarobinson@example.org,Fundamental non-volatile benchmark,Clothing,420.27,9,6.23,Shipped,,
ORD000410,2024-02-07,CUST0067,xrivera@example.net,Robust even-keeled workforce,Electronics,191.75,4,16.74,Delivered,2024-02-17,1.0
ORD000411,2025-05-26,CUST0012,aclark@example.org,Extended background website,Electronics,214.33,10,15.24,Delivered,2025-05-28,4.0
ORD000412,2025-02-20,CUST0032,douglasalvarez@example.org,Inverse asynchronous application,Clothing,84.71,10,20.69,Delivered,2025-03-05,1.0
ORD000413,2024-02-15,CUST0065,ecoleman@example.com,Innovative motivating task-force,Home & Garden,193.17,9,29.75,Pending,,
ORD000414,2024-01-31,CUST0047,annbennett@example.com,Triple-buffered methodical help-desk,Books,287.43,3,10.17,Delivered,2024-02-10,3.0
ORD000415,2024-06-30,CUST0077,alyssa93@example.org,Sharable even-keeled structure,Books,420.24,9,22.6,Delivered,2024-07-14,2.0
ORD000416,2024-02-19,CUST0016,fcastro@example.net,Function-based systemic capability,Clothing,54.93,8,12.85,Delivered,2024-03-01,4.0
ORD000417,2025-01-07,CUST0033,lpearson@example.org,Multi-lateral maximized throughput,Clothing,193.74,7,10.49,Delivered,2025-01-11,3.0
ORD000418,2025-04-04,CUST0006,jessica39@example.net,Ergonomic homogeneous hub,Electronics,269.2,8,28.61,Delivered,2025-04-13,4.0
ORD000419,2024-03-19,CUST0099,gonzalezmichael@example.org,Adaptive optimizing function,Home & Garden,213.35,10,19.74,Delivered,2024-03-23,4.0
ORD000420,2024-07-13,CUST0053,bartlettruth@example.net,Advanced real-time flexibility,Electronics,243.01,10,12.84,Delivered,2024-07-21,3.0
ORD000421,2023-11-27,CUST0042,darlene60@example.net,Triple-buffered eco-centric focus group,Sports,308.8,10,13.2,Delivered,2023-12-09,2.0
ORD000422,2025-02-28,CUST0065,maddoxmadeline@example.net,Phased real-time product,Books,453.63,7,6.41,Delivered,2025-03-14,1.0
ORD000423,2024-10-19,CUST0068,vthompson@example.net,Versatile needs-based workforce,Sports,253.43,4,14.18,Delivered,2024-10-23,1.0
ORD000424,2024-01-20,CUST0068,woodchloe@example.net,Distributed tertiary support,Sports,150.37,7,13.46,Delivered,2024-01-24,1.0
ORD000425,2024-03-17,CUST0088,christopherflowers@example.org,Centralized leadingedge productivity,Electronics,127.03,6,23.57,Delivered,2024-03-19,4.0
ORD000426,2025-05-05,CUST0079,edwardsmichaela@example.com,Ergonomic solution-oriented pricing structure,Sports,399.59,2,11.95,Delivered,2025-05-09,2.0
ORD000427,2025-05-26,CUST0029,cookemily@example.com,Triple-buffered composite parallelism,Clothing,59.1,4,14.25,Delivered,2025-06-06,1.0
ORD000428,2025-05-14,CUST0011,zachary66@example.net,Synchronized analyzing architecture,Sports,364.97,10,8.56,Delivered,2025-05-21,1.0
ORD000429,2024-03-29,CUST0053,jessicamiller@example.com,Balanced even-keeled portal,Home & Garden,388.71,9,24.52,Delivered,2024-04-08,1.0
ORD000430,2024-04-03,CUST0068,vthompson@example.org,Integrated even-keeled open architecture,Home & Garden,258.98,8,21.1,Delivered,2024-04-06,1.0
ORD000431,2024-07-30,CUST0056,petersonashley@example.net,Cross-group non-volatile Local Area Network,Home & Garden,434.98,1,19.3,Delivered,2024-08-04,5.0
ORD000432,2024-01-08,CUST0091,hardinian@example.org,Enterprise-wide foreground parallelism,Sports,358.82,7,18.08,Delivered,2024-01-11,5.0
ORD000433,2025-03-01,CUST0067,wangkristina@example.org,Sharable holistic knowledgebase,Electronics,111.53,5,29.57,Delivered,2025-03-14,4.0
ORD000434,2024-01-03,CUST0077,kylebecker@example.org,User-friendly web-enabled support,Sports,136.14,3,12.98,Delivered,2024-01-06,3.0
ORD000435,2024-02-12,CUST0041,brian42@example.com,Devolved non-volatile functionalities,Sports,350.56,4,12.52,Delivered,2024-02-20,4.0
ORD000436,2024-09-17,CUST0035,marynelson@example.org,Enhanced explicit firmware,Home & Garden,159.04,8,28.61,Delivered,2024-09-29,4.0
ORD000437,2025-04-25,CUST0093,fbaker@example.com,Reduced high-level hardware,Electronics,111.14,2,26.98,Delivered,2025-05-03,5.0
ORD000438,2025-06-22,CUST0062,rgallegos@example.org,Automated optimal info-mediaries,Home & Garden,458.9,4,13.27,Delivered,2025-06-27,1.0
ORD000439,2024-02-29,CUST0004,victoriahamilton@example.net,Synergized executive database,Books,85.55,9,9.0,Delivered,2024-03-11,2.0
ORD000440,2024-07-23,CUST0079,christopher34@example.org,Persistent empowering alliance,Clothing,426.61,7,13.8,Delivered,2024-08-05,2.0
ORD000441,2025-10-17,CUST0026,holmescrystal@example.com,Devolved maximized parallelism,Home & Garden,76.91,4,16.18,Delivered,2025-10-31,4.0
ORD000442,2024-07-08,CUST0086,anne90@example.com,Total bi-directional product,Electronics,360.57,4,29.38,Shipped,,
ORD000443,2024-08-05,CUST0077,moorethomas@example.com,Stand-alone bandwidth-monitored contingency,Clothing,83.3,6,10.46,Delivered,2024-08-10,5.0
ORD000444,2025-10-10,CUST0094,kevin78@example.org,Versatile 3rdgeneration intranet,Electronics,484.3,8,26.67,Delivered,2025-10-15,3.0
ORD000445,2025-07-21,CUST0008,swatkins@example.com,Upgradable impactful leverage,Home & Garden,154.89,4,16.06,Cancelled,,
ORD000446,2025-08-09,CUST0055,johnnybrooks@example.com,Polarized systematic initiative,Books,455.0,1,11.58,Delivered,2025-08-13,3.0
ORD000447,2024-06-21,CUST0098,arellanonatalie@example.net,Customer-focused intangible interface,Electronics,498.31,5,8.02,Delivered,2024-06-29,1.0
ORD000448,2025-06-24,CUST0085,stephanie69@example.org,Diverse multimedia concept,Electronics,165.82,5,19.44,Delivered,2025-07-05,5.0
ORD000449,2025-10-17,CUST0077,olivia83@example.net,Versatile client-driven capacity,Books,131.87,10,26.44,Delivered,2025-10-21,1.0
ORD000450,2025-03-30,CUST0018,kristina01@example.com,Visionary client-server website,Home & Garden,117.43,4,23.43,Delivered,2025-04-10,3.0
ORD000451,2024-07-26,CUST0083,dfoster@example.org,Switchable client-server customer loyalty,Clothing,139.53,7,23.94,Delivered,2024-07-28,1.0
ORD000452,2025-09-16,CUST0082,kevinmiller@example.org,Expanded intermediate array,Sports,214.33,8,24.53,Delivered,2025-09-21,1.0
ORD000453,2025-05-16,CUST0075,ericpeters@example.com,Adaptive mission-critical complexity,Electronics,470.49,10,11.92,Delivered,2025-05-24,1.0
ORD000454,2024-07-25,CUST0073,ruizgloria@example.net,Extended methodical secured line,Electronics,486.04,4,18.89,Delivered,2024-08-02,1.0
ORD000455,2024-08-19,CUST0018,wmccarthy@example.org,Networked clear-thinking functionalities,Home & Garden,319.34,8,22.45,Delivered,2024-08-21,3.0
ORD000456,2025-06-15,CUST0044,ricardomurphy@example.com,Synergistic upward-trending interface,Sports,215.5,4,28.37,Delivered,2025-06-23,1.0
ORD000457,2025-02-06,CUST0097,wferguson@example.com,Synchronized user-facing parallelism,Electronics,380.56,5,12.64,Delivered,2025-02-17,5.0
ORD000458,2023-11-21,CUST0100,nicolethompson@example.org,Multi-layered high-level Graphical User Interface,Clothing,99.31,4,13.52,Delivered,2023-11-23,5.0
ORD000459,2024-11-24,CUST0021,bishopkaren@example.org,Stand-alone discrete challenge,Home & Garden,469.03,2,9.07,Delivered,2024-12-02,5.0
ORD000460,2024-11-23,CUST0030,bradleyturner@example.org,Mandatory human-resource projection,Books,16.52,6,15.21,Delivered,2024-12-01,4.0
ORD000461,2024-03-19,CUST0079,thernandez@example.com,Synergistic mission-critical alliance,Home & Garden,56.59,1,8.13,Delivered,2024-03-23,2.0
ORD000462,2024-05-21,CUST0023,zwhite@example.net,Programmable bi-directional Local Area Network,Books,316.63,5,19.76,Delivered,2024-06-04,1.0
ORD000463,2025-07-19,CUST0047,reedjessica@example.net,Open-architected 24/7 complexity,Sports,477.18,2,20.48,Delivered,2025-07-28,1.0
ORD000464,2024-07-05,CUST0026,autumncruz@example.com,Advanced mobile projection,Electronics,401.81,10,5.25,Delivered,2024-07-15,1.0
ORD000465,2025-04-04,CUST0023,dhenderson@example.com,Optimized empowering support,Electronics,21.99,2,19.9,Delivered,2025-04-07,1.0
ORD000466,2025-03-07,CUST0037,munozleah@example.com,Profit-focused holistic time-frame,Home & Garden,253.66,5,7.3,Delivered,2025-03-10,1.0
ORD000467,2024-11-02,CUST0009,megan51@example.org,Optimized national task-force,Sports,192.05,4,24.09,Delivered,2024-11-11,4.0
ORD000468,2024-08-24,CUST0047,hernandezmatthew@example.net,Reverse-engineered empowering customer loyalty,Electronics,436.1,8,25.96,Delivered,2024-09-02,3.0
ORD000469,2024-12-04,CUST0022,dgraham@example.com,Balanced bottom-line matrix,Books,366.51,5,5.64,Delivered,2024-12-07,3.0
ORD000470,2024-10-23,CUST0099,brendan95@example.com,Optimized global service-desk,Books,339.3,9,24.21,Delivered,2024-10-27,3.0
ORD000471,2024-06-18,CUST0093,danielsguy@example.com,Operative 3rdgeneration knowledge user,Electronics,257.2,10,10.63,Delivered,2024-06-28,3.0
ORD000472,2024-07-10,CUST0050,cynthia91@example.com,Upgradable 5thgeneration monitoring,Sports,470.75,6,6.12,Delivered,2024-07-22,3.0
ORD000473,2025-05-27,CUST0077,fwright@example.net,Cross-platform clear-thinking superstructure,Electronics,155.04,8,11.95,Delivered,2025-06-03,4.0
ORD000474,2024-02-21,CUST0020,rjordan@example.com,Persevering system-worthy process improvement,Books,289.29,5,18.12,Delivered,2024-03-06,4.0
ORD000475,2024-05-08,CUST0076,uwilliams@example.com,Automated client-server portal,Sports,222.48,9,15.12,Delivered,2024-05-13,3.0
ORD000476,2025-05-16,CUST0059,reyestina@example.org,Mandatory scalable synergy,Sports,197.72,4,21.31,Delivered,2025-05-21,2.0
ORD000477,2024-06-22,CUST0029,lmorales@example.net,Function-based uniform projection,Books,254.83,2,11.3,Delivered,2024-06-26,5.0
ORD000478,2025-05-30,CUST0007,copelandryan@example.org,Ergonomic object-oriented firmware,Electronics,151.67,8,5.43,Delivered,2025-06-10,5.0
ORD000479,2024-06-23,CUST0069,heatherwilliams@example.net,Phased didactic task-force,Books,257.12,1,22.49,Delivered,2024-07-05,1.0
ORD000480,2025-10-27,CUST0003,shill@example.org,Grass-roots motivating secured line,Books,345.32,3,24.2,Delivered,2025-11-09,2.0
ORD000481,2023-12-06,CUST0072,rbrowning@example.com,Future-proofed 24hour installation,Sports,66.24,6,20.06,Delivered,2023-12-11,5.0
ORD000482,2024-04-09,CUST0075,caseydiane@example.com,Future-proofed maximized policy,Home & Garden,160.76,9,23.14,Delivered,2024-04-19,4.0
ORD000483,2025-07-06,CUST0059,colton30@example.net,Inverse directional architecture,Home & Garden,125.76,4,6.03,Delivered,2025-07-09,5.0
ORD000484,2025-02-17,CUST0017,jessica97@example.net,Operative scalable policy,Books,433.46,6,29.0,Delivered,2025-02-25,4.0
ORD000485,2024-07-13,CUST0014,jalvarez@example.org,Mandatory global functionalities,Electronics,56.95,5,23.31,Delivered,2024-07-17,3.0
ORD000486,2024-07-27,CUST0017,vhernandez@example.com,Expanded national standardization,Sports,266.52,8,15.8,Delivered,2024-08-01,3.0
ORD000487,2024-03-12,CUST0047,cscott@example.net,Re-engineered attitude-oriented product,Home & Garden,304.1,2,10.08,Delivered,2024-03-22,2.0
ORD000488,2024-11-12,CUST0093,christopher85@example.com,Implemented web-enabled functionalities,Clothing,114.26,8,19.69,Delivered,2024-11-22,3.0
ORD000489,2024-10-16,CUST0071,njohnson@example.net,Down-sized regional help-desk,Clothing,192.04,8,11.79,Shipped,,
ORD000490,2025-01-12,CUST0041,wperry@example.org,Versatile executive open architecture,Clothing,96.38,3,29.98,Delivered,2025-01-21,4.0
ORD000491,2025-05-31,CUST0050,yfritz@example.net,De-engineered homogeneous portal,Home & Garden,222.92,1,15.19,Delivered,2025-06-10,3.0
ORD000492,2025-08-21,CUST0093,davisjeffery@example.org,Re-engineered explicit conglomeration,Books,89.38,10,23.26,Delivered,2025-08-30,2.0
ORD000493,2025-09-02,CUST0016,katiejoyce@example.com,Reactive incremental help-desk,Books,15.05,3,16.17,Delivered,2025-09-14,1.0
ORD000494,2025-06-06,CUST0058,robertgreene@example.com,Visionary high-level product,Electronics,176.0,1,24.01,Delivered,2025-06-19,5.0
ORD000495,2024-01-22,CUST0038,wayne86@example.org,Open-architected modular system engine,Electronics,141.98,7,6.33,Delivered,2024-01-27,3.0
ORD000496,2024-10-26,CUST0073,margaret72@example.org,Open-architected executive ability,Electronics,75.02,3,20.03,Delivered,2024-11-09,5.0
ORD000497,2024-12-18,CUST0012,kathryn21@example.com,Reduced solution-oriented instruction set,Home & Garden,220.67,3,5.54,Delivered,2024-12-31,2.0
ORD000498,2024-09-20,CUST0062,blopez@example.net,Face-to-face client-driven pricing structure,Clothing,99.76,9,15.86,Delivered,2024-09-22,3.0
ORD000499,2025-02-24,CUST0062,greenejessica@example.org,Inverse reciprocal encryption,Home & Garden,189.94,3,10.29,Delivered,2025-03-06,2.0
ORD000500,2024-03-09,CUST0039,xcohen@example.org,User-friendly radical utilization,Clothing,203.82,5,10.35,Pending,,
